car_id,make,model,trim,year,title,description,photo_url,price_aed,mileage_km,body_type,exterior_color,transmission,fuel_type,condition,warranty_years,regional_spec
75,audi,q8,55 tfsi quattro s line,2023,"4,000 P.M | 0% DownPayment | Under Warranty | SummerOffer ABT BodyKit","SUMMER OFFER ☀️⏳
✅ FREE REGISTRATION 📝
✅ FREE WINDOW TINTING 🪟✨
✅ FREE 1 YEAR PREMIUM WARRANTY 🛡️📅
✅ FREE SALIK TAG 🚗🔖
T&Cs apply.
Under Premium Warranty
⸻
Why This Audi Q8 55 TFSI Quattro S Line?
Luxury sport SUV combining sophisticated design, advanced technology, and powerful V6 performance with quattro all-wheel drive capability. This 2023 model is a pristine, accident-free GCC example with full service history and excellent condition. It comes with comprehensive warranty and service package for complete peace of mind. We offer this exceptional luxury SUV at the most competitive price in the market.
⸻
Flexible Bank Financing Options:
• Option 1: AED 4,000/month for 5 years – 0% Down Payment
• Option 2: AED 2,700/month for 5 years – 20% Down Payment
Selling Price: AED 204,999
(Plus applicable government taxes)
⸻
Audi Q8 55 TFSI Quattro S Line Highlights:
• 3.0L V6 TFSI Engine
• quattro All-Wheel Drive System
• 8-Speed Tiptronic Automatic Transmission
• S Line Exterior & Interior Package
• Audi Virtual Cockpit Plus
• MMI Navigation Plus with Touchscreen
• Apple CarPlay & Android Auto
• Bang & Olufsen Premium Sound System
• Panoramic Glass Sunroof
• 360° Camera & Parking Sensors
• Keyless Entry & Push Start
• Leather Sports Seats with Power Adjustment
• 21"" Audi Sport Alloy Wheels
• Multiple Drive Modes
• Advanced Safety Features
• Heating & Cooling Seats
• Head-Up Display
• ABT Sport Body Kit
⸻
Details:
• Mileage: 89,000 KM
• Warranty: 1 Year Premium Warranty
• Service: Can Be Added
• Ownership: GCC Spec | S Line Package | Accident-Free | Original Paint | Full Service History
⸻
Call/WhatsApp:
Website:
V",https://dbz-images.dubizzle.com/images/2026/02/18/7abd3f37c0f244838e565a1e0050a46e-.jpeg?impolicy=dpv,204999.0,89000.0,suv,,automatic,,used,1.0,GCC
76,nissan,x-trail,s,2022,2022/Nissan/X-Trail/Low Price/GCC/Immaculate Condition/Own in Cash/Auto Loan at 0% Down Payment,"Nissan X-Trail 2022 Model SUV, A Symphony of Style and Efficiency
Effortless Performance:
Empowered by a 2.5 Ltr Engine for Comfort Drive
Flawless Legacy
05 Seater Family Car
Peak Condition:
Mechanical and Electrical Perfection Unleashed
Exclusive Drive:
Solely Guided by a Single Hand, Crafted for Individuality
GCC Precision:
Crafted with GCC Specifications for Unmatched Quality
Features Galore:
Bluetooth Connectivity
ABS Brake System
Rear View Camera/Parking Sensors for Enhanced Safety
Effortless Cruising with Cruise Control
USB Port and Audio Aux In for Versatile Connectivity
Power and Control:
Embellished with Power Mirrors, Windows, and Steering
Safety at its Core:
Central Locking System for Added Security
Supplied with 02 Original Keys
Fully Automatic for Effortless Driving
Stylish Ride on Alloy Wheels
Aesthetic Brilliance:
Interior Opulence: Extra Clean and Exceptionally Maintained
Exterior Elegance: Unblemished, Capturing Attention at Every Turn
• ""At Best Wheels, we're redefining car ownership. Enjoy the freedom of auto finance with 0% down payment options through various banks. Your dream car is within reach – visit us and drive away with ease!""
• Comprehensive Auto Finance:
• Covers Bank Processing Fee
• Includes Evaluation Fee
• Takes care of RTA Test/Registration Fees
• Provides Comprehensive Insurance
• Accessible to All:
• Salary requirement: AED 3000 (WPS)
• Accepts both Savings and Current accounts
• No need for a Cheque Book
• No mandatory Salary Transfer
• Inclusive for All Companies:
• Auto loan available for Non-listed Companies
• Monthly Installment is less than Monthly Car
• Simple Documentation:
• Passport Copy and Visa Page Copy
• Emirates ID Copy
• Salary Certificate (AED 3000 and More)
• Last 03 Month’s Bank Statements
For a Closer Look, Contact to Schedule a Viewing 055977",https://dbz-images.dubizzle.com/images/2025/11/05/871e20d3381643128c5816a9da5c1d7a-.jpeg?impolicy=dpv,,,suv,,automatic,,used,,GCC
77,land rover,range rover sport,hst,2020,Range Rover Sport HST SC Clean title,"Range Rover Sport HST SC
Clean title
Original paint - Free Accidents
2 keys
Black Edition",https://dbz-images.dubizzle.com/images/2025/11/26/8da9cbe6b6534fdb8708e4f317fb54ac-.jpeg?impolicy=dpv,,,,,,,,,
78,bmw,i4,edrive35,2024,"AED 2,340 P.M | 2024 BMW i4 Gran Coupé eDrive35 MSport | BMW Warranty and Service Contract | GCC |","AED 2,340 P.M | 2024 BMW i4 Gran Coupé eDrive35 M Sport | Under BMW Warranty & Service Contract | GCC | 179,000 AED
✅ GCC Specs
✅ Full Service History by BMW
✅ BMW Warranty Until 28/05/2029 or 200,000 KM
✅ BMW Service Contract Until 28/05/2030 (Unlimited Mileage)
✅ Engine Specs: Electric Motor — 286 HP
AED 2,340 Monthly (20% Down Payment) Over 5 Years.
Flexible Down Payment Option.
—————————
VEHICLE SPECS:
GCC Specs
5+ Doors / 5 Seats
Electric
17,138 Km
286 HP
Rear Wheel Drive
Battery Capacity: 66.0 kWh (Usable)
Driving Range: Up to 483 km (WLTP)
Home Charging (AC 11 kW): Approx. 6.5 hours (0–100%)
Fast Charging (DC up to 180 kW): 10–80% in approx. 32 minutes
—————————
OPTIONS & FEATURES:
M Sport Package
M Leather Steering Wheel
M Aerodynamics Package
BMW Individual Headliner in Anthracite
Acoustic Protection for Pedestrians
Acoustic Seat-Belt Warning
Ambient Lighting
Automatic Air Conditioning
Automatic Operation of Tailgate
BMW Individual High-Gloss Shadow Line
Comfort Access System
Driving Assistant Professional
Electric Glass Roof
Harman Kardon Surround Sound System
High-Beam Assistant
Lumbar Support (Driver & Front Passenger)
M Sport Brake
Parking Assistant Plus
Apple CarPlay
Android Auto
Seat Adjustment, Electric with Memory
Wireless Charging Tray
360 Camera
—————————
CONTACT:
Anna (English & Russian)
William (Arabic & English)
Majed (Arabic & English)
—————————
FINANCING (Required):
1- Emirates ID
2- Emirates Driving License (full cover insurance for loan applicable only)<b",https://dbz-images.dubizzle.com/images/2025/12/12/ea8f24befdf54dd7bd01d3f441c9fcde-.jpeg?impolicy=dpv,179000.0,17138.0,,,,electric,,,GCC
79,xiaomi,yu7,max,2025,أبوظبي ايكاد 5 مدينه رحايل للسيارات معرض المملكه,"سياره كهربائيه بالكامل
مع قوه حصان 690
مدينه كهربائي يصل 750 كيلو متر
سياره رياضيه متميزه
ضمان 5 سنوات مفتوح الكليو
للتواصل
معاذ اليوسف:0555540224
بندر مبارك :0555581228",https://dbz-images.dubizzle.com/images/2025/12/29/4e8cf966991b4230a9a8f1577965d126-.jpeg?impolicy=dpv,,,,,,,,5.0,
80,land rover,range rover evoque,r-dynamic se,2023,"3,000 PM | 0% Down-Payment | Land Rover Warranty | SummerOffer SUNROOF","SUMMER OFFER ☀️⏳
✅ FREE REGISTRATION 📝
✅ FREE WINDOW TINTING 🪟✨
✅ FREE 1 YEAR PREMIUM WARRANTY 🛡️📅
✅ FREE SALIK TAG 🚗🔖
T&Cs apply
.
RangRover (Al Tayer) Warranty untill 28/09/2027 or 150,000 km
⸻
Why This Range Rover Evoque SE P200 R-Dynamic?
Luxury compact SUV combining sophisticated British design, advanced technology, and premium comfort with R-Dynamic specification. This 2021 model is a pristine, accident-free GCC example with full service history and excellent condition. It comes with comprehensive Land Rover warranty and service package for complete peace of mind. We offer this exceptional luxury SUV at the most competitive price in the market.
⸻
Flexible Bank Financing Options:
• Option 1: AED 3,000/month for 5 years – 0% Down Payment
• Option 2: AED 2,400/month for 5 years – 20% Down Payment
Selling Price: AED 149,999
(Plus applicable government taxes)
⸻
Range Rover Evoque SE P200 R-Dynamic Highlights:
• 2.0L Turbocharged Ingenium Engine
• 9-Speed Automatic Transmission
• All-Wheel Drive System
• R-Dynamic Exterior & Interior Package
• Touchscreen Infotainment with Navigation
• Apple CarPlay & Android Auto
• Meridian Sound System
• Panoramic Sunroof
• 360° Camera & Parking Sensors
• Keyless Entry & Push Start
• Leather Seats with Power Adjustment
• 20"" Alloy Wheels
• Terrain Response System
• Advanced Safety Features
⸻
Details:
• Mileage: 69,000 KM
• Warranty: Land Rover (Al Tayer ) 28/09/2027 or 150,000 km
• Service: Can Be Added
• Ownership: GCC Spec | SE P200 R-Dynamic | Accident-Free | Full Service History
⸻
Call/WhatsApp:
Website:
Visit Our Showroom:
• Daily: 10:00 AM – 9:00 PM
• Friday: 4:00 PM –",https://dbz-images.dubizzle.com/images/2026/01/06/af946448b372420a992878446d3bcbac-.jpeg?impolicy=dpv,149999.0,69000.0,suv,,automatic,,used,,GCC
81,ferrari,sf90 stradale,other,2021,2021 | Ferrari | SF90 Stradale | With Warranty,"A decade of experience in Luxury car selling and buying. Every model for sale has been delivered to the highest level of quality standards.
DESCRIPTION
• Car Name: Ferrari SF90 Stradale
• Spec: EURO
• Mileage: 15,400 Kms
• Last Service: 04/02/2026 (German Experts)
• Next Service: 04/02/2027
• Warranty: 13/09/2026 or 60,000 Kms (German Experts)
To find out more about Who We Are & to view our latest collection
We welcome you to visit our showroom — open 7 days a week:
• Monday to Saturday: 10 AM – 9 PM
• Sunday: 12 PM - 6 PM
You can also stay connected with us on",https://dbz-images.dubizzle.com/images/2026/01/17/be078155e5a246b1be7f3d82a2af3fa7-.webp?impolicy=dpv,,15400.0,,,,,,,EURO
82,nissan,patrol,le platinum,2024,‏ ‏معرض بن برغش للسيارات أبوظبي مدينة بني ياس,‏نيسان باترول بلاتينيوم موديل 2024 Zero متر ثمانية سلندر آخر إصدار جديد ضمان الوكيل المسعود رقم واحد فل ابيشن أعلى مواصفات الكمية محدودة جدا جاهزة للتسجيل المحلي,https://dbz-images.dubizzle.com/images/2026/04/19/0423d632353941ef9a8708c2a3cc0391-.jpeg?impolicy=dpv,,,,,,,,,
83,volvo,xc60,b5 core,2024,GCC PERFECT CONDITION TOP OF THE RANGE,"GCC
PERFECT CONDITIONS
SERVICE CONTRACT",https://dbz-images.dubizzle.com/images/2026/03/18/3c310eea99e346e89db8bd3e2db4228b-.jpeg?impolicy=dpv,,,,,,,,,GCC
84,ford,explorer,limited,2016,Ford Explorer 2016 Korean specs,"2016 Ford Explorer Limited — Korean Specs — Perfect Condition
Experience the perfect blend of power, comfort, and reliability with this 2016 Ford Explorer Limited, Korean specifications. This full-time 4WD SUV with a classic automatic 6-speed transmission offers the versatility needed for both city driving and off-road adventures. With a low mileage of 96,245 km, this Explorer is in perfect condition and ready to meet your needs.
Model: Ford Explorer
Year: 2016
Engine: 2.3 L Petrol (284 hp)
Mileage: 96,245 km
Transmission: 6-speed Automatic
Drive Type: Full-time 4WD
Seating Capacity: 7 seats
Body Type: SUV
This Explorer Limited is loaded with premium features designed to enhance your driving experience:
Advanced safety with ABS, EBD, ESC, and multiple airbags
Convenient keyless entry and push button start
Enhanced comfort with dual-zone climate control and heated seats
Entertainment with a Hi-Fi audio system, Bluetooth, and USB connectivity
Multimedia system with touchscreen and navigation system
Parktronic rear and rear view camera for easy parking
Stylish design with leather upholstery and 20"" alloy wheels
With its powerful 284 hp engine and all-terrain drive capabilities, this Ford Explorer Limited offers an exceptional driving experience. The vehicle's perfect condition and robust feature set ensure that you're ready for any journey in style and comfort.",https://dbz-images.dubizzle.com/images/2026/05/08/d200bb20b5df407d8c3deabf93175ffd-.jpeg?impolicy=dpv,,96245.0,suv,,automatic,petrol,used,,Korean
85,toyota,urban cruiser,glx,2025,AED 1063/month | 2025 Toyota Urban Cruiser  | GCC Specs | Ref#430978,"Starting from 1063 per month
Payable in 60 months
20% down payment
**Bank terms & conditions may apply
2025
Toyota Urban Cruiser
1500 - 1999 cc 4 cylinders
100 - 199 HP
--------------------------------------------
GCC Specs
26130 kms
1. Red with Leather Interior
2. Bluetooth System
3 Cruise Control
4 Tiptronic Gears
5. Park Assist
6. Keyless Entry and Start
7. Rear & 360 Degree Camera
8. Rear Parking Sensors
9. Front Wheel Drive
--------------------------------------------
AED 69900
--------------------------------------------
Buy this car with confidence from dubizzle cars!
What is dubizzle cars?
We believe the process of buying and selling a car in the UAE should be easy, transparent, and hassle-free. We help sellers find the right buyers for their cars, and buyers find the right cars for their needs.
What to expect from dubizzle cars?
✅ No guesswork
Know what you're buying with our standard condition report. All cars undergo a thorough bumper-to-bumper inspection at the time of listing and a 120-point report is available for serious buyers, which checks for engine leaks, electrical components, exterior paint condition and accident history, interior condition, and tire condition.
✅ No stress
Relax as the experts at dubizzle cars do all the work for you. We manage the interaction between the buyer and seller, from beginning to end. Your funds are fully protected at the transaction stage since we manage the ownership title transfer at RTA/Muroor.
Best part?
Need a more comprehensive inspection?
Upgrade to the advanced condition report for only AED 369
Looking to finance this car?
**Ask us about our exclus",https://dbz-images.dubizzle.com/images/2026/02/18/334f08e5578541a38d21cbabb8a2e045-.jpeg?impolicy=dpc,69900.0,26130.0,suv,Red,automatic,petrol,used,,GCC
86,honda,cr-v,ex-l,2021,1048 Per Month | Honda CR-V | GCC | 2 Keys | Toyota Service History | Agency Maintained |,"Vehicle Details:
• Mileage: 79,000 km
• Specification: GCC
• Service History: Full agency service history
• Keys: 2 original keys
• Interior: Very clean, non-smoker
• Condition: Original, well preserved, no pending work
Additional Information:
• Bank finance available
• Ready for immediate transfer
• Viewing available for serious buyers
A reliable and elegant SUV for those who value quality, comfort, and proper maintenance.
📞 Contact to arrange a viewing
052 996 5849 - FIONA",https://dbz-images.dubizzle.com/images/2026/02/02/9635f44f37034c7d97a7b2f176d94e09-.jpeg?impolicy=dpv,,79000.0,suv,,,,used,,GCC
87,audi,a3,1.4 tfsi,2015,2015 AUDI A3 30TFSI || 4 Cylinder 1.4L || low mileage || well maintained,"2015 Audi A3 30TFSI
4 Cylinders, 1.4L
Low Mileage: 128,000kms
very well maintained
GCC specs
Upgraded screen
Original black rims from Audi
CLEAN CAR",https://dbz-images.dubizzle.com/images/2026/02/12/8e02c0e11bdb4ad4b9c37f0233a7c474-.jpeg?impolicy=dpv,,128000.0,sedan,,,petrol,used,,GCC
88,rolls-royce,ghost,standard,2010,Rolls-Royce Ghost 2010,"2010 Rolls-Royce Ghost
Engine and Performance
• 6.6L V12 Twin-Turbo Engine
• Power: 563 hp
• Torque: 575 lb-ft (approx. 780 Nm)
• Transmission: 8-speed Automatic
• Drivetrain: Rear-Wheel Drive (RWD)
• 0-100 km/h Acceleration: Approx. 4.8 seconds
• Top Speed: 250 km/h (Electronically Limited)
Fuel Consumption
• Fuel Consumption:
• City: 13 MPG
• Highway: 20 MPG
• Fuel Type: Premium Gasoline
• Length: 5.4 m
• Wheelbase: 129.7 in
• Weight: Approx. 2,470 kg
• Seating Capacity: 5 Interior Features
• Premium leather seats
• Heated and cooled front and rear seats
• 16-speaker sound system
• Navigation system + Bluetooth
• Soft-close rear doors
Systems and Technologies
• Very comfortable air suspension
• Night vision camera (optional)
• Front and rear parking sensors
• Cruise control
Rolls-Royce Ghost 2010
المحرك والأداء
• محرك 6.6 لتر V12 توين تيربو ￼
• القوة: 563 حصان ￼
• العزم: 575 رطل/قدم (حوالي 780 نيوتن متر) ￼
• ناقل الحركة: أوتوماتيك 8 سرعات ￼
• نظام الدفع: خلفي (RWD) ￼
• تسارع 0-100 كم: حوالي 4.8 ثانية ￼
• السرعة القصوى: 250 كم/س محددة إلكترونياً
الاستهلاك
• استهلاك الوقود:
• داخل المدينة: 13 MPG
• خارج المدينة: 20 MPG ￼
• نوع الوقود: بنزين ممتاز ￼
• الطول: 5.4 متر ￼
• قاعدة العجلات: 129.7 إنش ￼
• الوزن: حوالي 2,470 كجم ￼
• عدد المقاعد: 5 ركاب ￼
المواصفات الداخلية
• مقاعد جلد فاخر ￼
• تبريد وتسخين للمقاعد الأمام",https://dbz-images.dubizzle.com/images/2026/03/23/a38149a84806480aa4c7a62b47a8850c-.jpeg?impolicy=dpv,,,,,,,,,
89,lexus,es-series,es 350,2019,Lexus ES 350 2019 - GCC Specs - Perfect Condition,Selling a well-maintained 2019 Lexus ES 350 with GCC specifications. This car is in excellent condition and ready for a new owner. A reliable and luxurious sedan.,https://dbz-images.dubizzle.com/images/2026/03/24/6ffc9f3de2d745ffbe36094dec465d11-.jpeg?impolicy=dpv,,,sedan,,,,used,,GCC
90,mercedes-benz,a-class,a 45 amg,2014,Inspected Car | 2014 Mercedes-Benz A-Class A 45 AMG | GCC Specs | Ref#446535,"2014
Mercedes-Benz A-Class A 45 AMG
2000 - 2499 cc 4 cylinders
300 - 399 HP
--------------------------------------------
GCC Specs
139093 kms
1. White with Leather Interior
2. Power Sunroof
3. Heated Seats
4. Power Seats
5. Rear View Camera
6. Premium Sound System
7. Bluetooth System
8. Cruise Control
9. Tiptronic Gears
10. Park Assist
11. Front and Rear Parking Sensors
12. Dual Exhaust
13. All Wheel Drive
--------------------------------------------
AED 45000
--------------------------------------------
Buy this car with confidence from dubizzle cars!
What is dubizzle cars?
We believe the process of buying and selling a car in the UAE should be easy, transparent, and hassle-free. We help sellers find the right buyers for their cars, and buyers find the right cars for their needs.
What to expect from dubizzle cars?
✅ No guesswork
Know what you're buying with our standard condition report. All cars undergo a thorough bumper-to-bumper inspection at the time of listing and a 120-point report is available for serious buyers, which checks for engine leaks, electrical components, exterior paint condition and accident history, interior condition, and tire condition.
✅ No stress
Relax as the experts at dubizzle cars do all the work for you. We manage the interaction between the buyer and seller, from beginning to end. Your funds are fully protected at the transaction stage since we manage the ownership title transfer at RTA/Muroor.
Best part?
Need a more comprehensive inspection?
Upgrade to the advanced condition report for only AED 369
--------------------------------------------
This car can be yours in only 3 steps:
1) Schedule",https://dbz-images.dubizzle.com/images/2026/04/03/1e95fec1f2e54268b117e1d14325cd55-.jpeg?impolicy=dpc,45000.0,139093.0,hatchback,White,automatic,petrol,used,,GCC
91,audi,rs q3,2.5 tfsi quattro,2023,2023| AUDI RSQ3 | GCC | WARRANTY FROM AL NABODAH | EXCELLENT CONDITION | BEST PRICE |,"2023| AUDI RSQ3 | GCC | WARRANTY FROM AL NABODAH | EXCELLENT CONDITION | BEST PRICE |
The 2023 Audi RS Q3 is a high-performance SUV that delivers ""supercar level performance in the body of an SUV,"" featuring a 2.5-liter TFSI engine producing 400 horsepower and Audi's Quattro all-wheel-drive system. It is available as both an SUV and a Sportback with a coupe-like silhouette and includes distinctive RS styling with specific bumpers, diffusers, and spoilers. Key features also include athletic design, up to 400 hp, automatic transmission, and a top speed of 280 km/h.
Key Specifications
• Engine: 2.5-liter TFSI
• Horsepower: 400 hp
• Drivetrain: quattro all-wheel drive
• Transmission: Automatic
• Top Speed: 280 km/h
Design & Features
• Exterior:
Distinctive RS styling with aggressive front and rear bumpers, a rear diffuser with horizontal blades, and an RS-specific spoiler lip. It also features a Sportback model with a sleek, coupé-like roofline.
• Interior:
Luxurious interior with RS-specific elements, comfortable seating for up to five people, and adjustable rear seats.
• Technology:
Equipped with advanced technology, including LED headlights and driver seat memory features on some models.
Performance
• The RS Q3 is designed to blend everyday usability with exhilarating performance, offering an athletic driving experience.
• **THE (7SEVEN LUXURY) - THE TRUE DEFINITION OF LUXURY
• ** Multi brand dealer with decades of experience in the UAE for new and pre-owned luxury vehicles.
•
** We are committed to providing exceptional service in every part of our business, as customer satisfaction is our top priority.
•
**For more details follow us on INSTA ""sevenluxury.ae"" and visit our showroom in Al Quoz industrial area 3 Dubai.
CONTACT:",https://dbz-images.dubizzle.com/images/2026/05/14/aae8bae3db71468da471b4e4cfc45f5c-.jpeg?impolicy=dpv,,,suv,,automatic,,used,,GCC
92,chery,arrizo 5,comfort,2026,Arizzo 5 Free service Official Dealer (AWR ) warranty 6 Years -ضمان الوكيل الرسمي,"Cherry Arizzo 5 - 2026
Engine 1.5L
HP 114
Fuel type: Gasoline
Cylinders 4
EXTERIOR & INTERIOR
Large touchscreen infotainment centre (9″)
Leather Seats in Highline trim
LED Headlights with Daytime Running LED Lights.
SAFETY & COMFORT
ABS (Anti-lock Braking System)
EBD (Electronic Brakeforce Distribution)
Reversing Radar Rear View Camera
TECHNOLOGY
10.25″ Central Control Screen
Android Auto / Apple CarPlay support
Keyless entry & Push-Start
One-Touch Start Keyless Entry",https://dbz-images.dubizzle.com/images/2026/01/29/a07e942f46f34ccfa70010197479cfce-.webp?impolicy=dpv,,,sedan,,,,new,6.0,
93,volkswagen,t-roc,style,2024,Downpayment Assist | VW Certified | Fully Inspected | Like New | Warranty Service,"Description
2024 Volkswagen T-Roc 1.4 Style Black Edition
AED 89 900 or AED 1380/ Month with a 20% Down Payment over 5 Years.
----------------------------------------------
- Mileage 39000 Kms
- FREE Registration
- Comes With 2 x Keys
- Excellent Condition
- GCC Specifications
-------------------------------------------------
Full Options List Includes :
- Adaptive Cruise Control
- Blind Spot Assistance
- Fabric Interior
- Wireless Car Play
- Auto Headlamps
- Parking Sensors and Camera
- Adjustable seats
- Aluminum Wheels
-------------------------------------------------------
📞 Call / WhatsApp now
Imtiyaz Khan ( English/ Hindi/Urdu/Kokani)
---------------------------------------------------------
Address:
📍Rashidiya Volkswagen Showroom
Dubai
Nad Al Hamar Road,
🕙Open Daily | 10 AM – 7 PM
🔁 We accept all types of cars for trade-in",https://dbz-images.dubizzle.com/images/2026/06/10/60b5349368254118b54642c0356d8121-.jpeg?impolicy=dpv,89900.0,39000.0,suv,,,,used,,GCC
94,bmw,i4,edrive35,2024,"AED 2,340 P.M | 2024 BMW i4 Gran Coupé eDrive35 MSport | BMW Warranty and Service Contract | GCC |","AED 2,340 P.M | 2024 BMW i4 Gran Coupé eDrive35 M Sport | Under BMW Warranty & Service Contract | GCC | 179,000 AED
✅ GCC Specs
✅ Full Service History by BMW
✅ BMW Warranty Until 28/05/2029 or 200,000 KM
✅ BMW Service Contract Until 28/05/2030 (Unlimited Mileage)
✅ Engine Specs: Electric Motor — 286 HP
AED 2,340 Monthly (20% Down Payment) Over 5 Years.
Flexible Down Payment Option.
—————————
VEHICLE SPECS:
GCC Specs
5+ Doors / 5 Seats
Electric
17,138 Km
286 HP
Rear Wheel Drive
Battery Capacity: 66.0 kWh (Usable)
Driving Range: Up to 483 km (WLTP)
Home Charging (AC 11 kW): Approx. 6.5 hours (0–100%)
Fast Charging (DC up to 180 kW): 10–80% in approx. 32 minutes
—————————
OPTIONS & FEATURES:
M Sport Package
M Leather Steering Wheel
M Aerodynamics Package
BMW Individual Headliner in Anthracite
Acoustic Protection for Pedestrians
Acoustic Seat-Belt Warning
Ambient Lighting
Automatic Air Conditioning
Automatic Operation of Tailgate
BMW Individual High-Gloss Shadow Line
Comfort Access System
Driving Assistant Professional
Electric Glass Roof
Harman Kardon Surround Sound System
High-Beam Assistant
Lumbar Support (Driver & Front Passenger)
M Sport Brake
Parking Assistant Plus
Apple CarPlay
Android Auto
Seat Adjustment, Electric with Memory
Wireless Charging Tray
360 Camera
—————————
CONTACT:
Anna (English & Russian)
William (Arabic & English)
Majed (Arabic & English)
—————————
FINANCING (Required):
1- Emirates ID
2- Emirates Driving License (full cover insurance for loan applicable only)<b",https://dbz-images.dubizzle.com/images/2026/02/19/d3afc6e784bf46e1abfb1cf828352bd4-.png?impolicy=dpv,179000.0,17138.0,,,,electric,used,5.0,GCC
95,haval,h9,4wd,2026,Haval H9 2026 GCC specs | Agency Warranty,"Payment plans through bank finance:
• AED 2,040.00 monthly for 5 years with 10% Down-Payment
• AED 1,813.00 monthly for 5 years with 20% Down-Payment
• AED 115,750.00 in cash
Discover the exceptional 2026 Haval H9 Medium SUV – a stunning blend of sophistication, power, and innovation. With a remarkable 2.0 L petrol engine delivering 218 hp , this 4WD vehicle ensures a dynamic driving experience, complemented by an 8-speed automatic transmission.
Step inside to indulge in luxury with leather upholstery and a stylish orange interior. The Haval H9 offers seamless connectivity with Apple CarPlay and Android Auto integrated into the multimedia navigation system. You’ll appreciate the convenience of keyless entry, push-button start , and advanced electronic controls.
Safety is paramount with features such as ABS, TCS, TPMS, Parktronic systems, and a 360° camera. Navigate effortlessly with hill-assist control, downhill-assist control , and traffic-sign recognition. The Agency Warranty covers 6 years or 200,000 km, ensuring peace of mind.
• Flexible Down-Payment Options Available
• Brand New – Only 18 km mileage
• Price excludes 5% VAT
Elevate your adventures with the Haval H9 – where luxury meets performance. Book a test drive today!
Equipment:
• Anti-lock braking system (ABS)
• Traction control system (TCS)
• Tire-pressure monitoring system (TPMS)
• On-board computer
• Cruise control
• Parktronic front and rear
• 360° camera
• Hill-assist control (HAC)
• Traffic-sign recognition (TSR)
• Push button start
• Keyless entry
• Navigation system
• Multimedia system
• Apple CarPlay
• Android Auto
• Audio system
• Multifunction steering wheel
• Leather upholstery
• Sunroof
• Gear shift paddles
• Downhill-assist control (DAC)
• Decorative interior lighting
• Electronic dashboard
• Orange interior
• Touchscreen
• Electronic",https://dbz-images.dubizzle.com/images/2025/12/31/c31a4f6cdbe24ac5981ea279dcf36bcb-.jpeg?impolicy=dpv,115750.0,18.0,suv,,automatic,petrol,new,6.0,GCC
96,mercedes-benz,gla-class,gla 35 amg 4matic,2024,"3,819 P.M | 0% Downpayment | GLA 35 AMG | AGENCY WARRANTY/SERVICE!","⚡ AED 3,819 per month with 0% down-payment through bank finance
▔▔▔▔▔▔▔▔▔▔
✏️ Key Details:
✳️ Warranty: Until 24-June-2029 or 105,000 KM
⚙️ Service Contract: Until 25-June-2029 or 105,000 KM
✂️ Wheel Size: 21""
▔▔▔▔▔▔▔▔▔▔
✅ Why Choose This Car?
2024 Mercedes-Benz GLA: Unleash the Power with Cutting-Edge Innovation
Experience driving perfection with this BRAND NEW 2024 Mercedes-Benz GLA 35 AMG, boasting only 100 KM. Styled in stunning white, this powerhouse combines luxury with thrilling performance in every detail. The 35 AMG delivers an exhilarating ride, sporty handling, and head-turning appeal. Premium craftsmanship and advanced features make every journey first-class. Ideal for those seeking a high-performance SUV with showroom-fresh condition. Don’t miss this rare opportunity!
▔▔▔▔▔▔▔▔▔▔
✅ Feature Highlights:
- Blind Spot Indicator
- Cruise Control
- Rear AC
- Apple Car Play
- ISOFIX
- Ambient Lighting
- Panoramic Sunroof
- 360 Camera
- Collision Warning
- Navigation
- Rear Camera
- Heads Up Display
- Electric Seats
- Keyless Start
- Driving Modes
- Electric Tailgate
- Parking Sensors
- Leather Seats
- Keyless Entry
- And Much More...
▔▔▔▔▔▔▔▔▔▔
⏰ Timing:
Open from Monday to Sunday (09:00 AM - 10:00 PM)
▔▔▔▔▔▔▔▔▔▔
⚡ Cash Buyers:
Provide:
1️⃣ Emirates ID
2️⃣ Driving License
▔▔▔▔▔▔▔▔▔▔
✏️ Finance Buyers:
Required Documents:
Employed:
1️⃣ Salary Certificate
2️⃣ 3-month bank statement (stamped)
3️⃣ Passport & Visa copies
4️⃣ Emirates ID copy
Self-Employed:
1️⃣ Trade License
2️⃣ MOA
3️⃣ Passport copies of all partners
4️⃣ Emirate",https://dbz-images.dubizzle.com/images/2026/04/17/d387c4fc1916480190418ef8daf82218-.jpeg?impolicy=dpv,,100.0,suv,white,,,new,,
